
STA            LAT          LON     ELEV STAT     ONDATE    OFFDATE STANAME
EKB9      55.36900     -3.13479     .396 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKB9
EKB9      55.36900     -3.13479     .396 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKB9
EKB9      55.36898     -3.13356     .398 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR1      55.33750     -3.17864     .355 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR1
EKR1      55.33742     -3.17725     .356 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR1      55.33750     -3.17864     .355 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR1
EKR10     55.31040     -3.06094     .382 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR10
EKR10     55.31040     -3.06094     .382 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR10
EKR10     55.31033     -3.05939     .383 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR2      55.33441     -3.16415     .350 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR2      55.33440     -3.16555     .349 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR2
EKR2      55.33440     -3.16555     .349 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR2
EKR3      55.33060     -3.15300     .320 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR3
EKR3      55.33060     -3.15300     .320 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR3
EKR3      55.33140     -3.15106     .322 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR4      55.32840     -3.13936     .337 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR4
EKR4      55.32840     -3.13936     .337 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR4
EKR4      55.32839     -3.13796     .338 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR5      55.32540     -3.12631     .307 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR5
EKR5      55.32538     -3.12486     .307 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR5      55.32540     -3.12631     .307 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR5
EKR6      55.32237     -3.11177     .396 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR6      55.32240     -3.11319     .395 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR6
EKR6      55.32240     -3.11319     .395 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR6
EKR7      55.31940     -3.10011     .348 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR7
EKR7      55.31940     -3.10011     .348 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR7
EKR7      55.31936     -3.09867     .349 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR8      55.31630     -3.08780     .419 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR8
EKR8      55.31630     -3.08678     .419 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR8
EKR8      55.31635     -3.08558     .420 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR9      55.31370     -3.07320     .432 ss      2009175         -1 ESKDALEMUIR ARRAY ELEMENT EKR9
EKR9      55.31334     -3.07248     .429 ss      1962160    2008328 Eskdalemuir Array, Scotland
EKR9      55.31370     -3.07320     .432 ss      2008329    2009174 ESKDALEMUIR ARRAY ELEMENT EKR9
ELK       40.74484   -115.23878    2.210 ss      1994006    2003267 Elko, Nevada
ELK       40.74480   -115.23880    2.210 ss      2003268         -1 ELKO, NEVADA
ES01      39.67020     -3.94750     .744 ss      2001306         -1 SONSECA ARRAY, Spain
ES01      39.67147     -3.94603     .745 ss      1989212    2001306 Sonseca Array, Spain
ES02      39.67833     -3.93400     .736 ss      1989212    2001306 Sonseca Array, Spain
ES02      39.67710     -3.93550     .735 ss      2001306         -1 SONSECA ARRAY, Spain
ES03      39.66756     -3.93197     .733 ss      1989212    2001306 Sonseca Array, Spain
ES03      39.66630     -3.93340     .733 ss      2001306         -1 SONSECA ARRAY, Spain
ES04      39.65700     -3.94083     .742 ss      1989212    2001306 Sonseca Array, Spain
ES04      39.65580     -3.94230     .741 ss      2001306         -1 SONSECA ARRAY, Spain
ES05      39.66361     -3.95753     .764 ss      1989212    2001306 Sonseca Array, Spain
ES05      39.66240     -3.95900     .763 ss      2001306         -1 SONSECA ARRAY, Spain
ES06      39.67697     -3.95067     .746 ss      1989212    2001306 Sonseca Array, Spain
ES06      39.67570     -3.95210     .746 ss      2001306         -1 SONSECA ARRAY, Spain
ES07      39.68856     -3.95042     .735 ss      1989212    2001306 Sonseca Array, Spain
ES07      39.68730     -3.95190     .735 ss      2001306         -1 SONSECA ARRAY, Spain
ES08      39.69358     -3.92361     .722 ss      1989212    2001306 Sonseca Array, Spain
ES08      39.69230     -3.92510     .722 ss      2001306         -1 SONSECA ARRAY, Spain
ES09      39.67931     -3.89811     .754 ss      1989212    2001306 Sonseca Array, Spain
ES09      39.67810     -3.89960     .753 ss      2001306         -1 SONSECA ARRAY, Spain
ES10      39.65919     -3.90108     .758 ss      1989212    2001306 Sonseca Array, Spain
ES10      39.65800     -3.90250     .758 ss      2001306         -1 SONSECA ARRAY, Spain
ES11      39.64989     -3.91853     .759 ss      1989212    2001306 Sonseca Array, Spain
ES11      39.64870     -3.92000     .758 ss      2001306         -1 SONSECA ARRAY, Spain
ES12      39.63994     -3.94142     .762 ss      1989212    2001306 Sonseca Array, Spain
ES12      39.63870     -3.94290     .761 ss      2001306         -1 SONSECA ARRAY, Spain
ES13      39.65010     -3.96600     .763 ss      2001306         -1 SONSECA ARRAY, Spain
ES13      39.65131     -3.96458     .763 ss      1989212    2001306 Sonseca Array, Spain
ES14      39.65308     -3.98708     .781 ss      1989212    2001306 Sonseca Array, Spain
ES14      39.65180     -3.98850     .780 ss      2001306         -1 SONSECA ARRAY, Spain
ES15      39.66420     -4.00040     .776 ss      2001306         -1 SONSECA ARRAY, Spain
ES15      39.66542     -3.99894     .777 ss      1989212    2001306 Sonseca Array, Spain
ES16      39.68680     -3.99430     .775 ss      2001306         -1 SONSECA ARRAY, Spain
ES16      39.68803     -3.99289     .776 ss      1989212    2001306 Sonseca Array, Spain
ES17      39.70040     -3.97280     .767 ss      2001306         -1 SONSECA ARRAY, Spain
ES17      39.70161     -3.97131     .767 ss      1989212    2001306 Sonseca Array, Spain
ES18      39.71020     -3.94930     .750 ss      2001306         -1 SONSECA ARRAY, Spain
ES18      39.71139     -3.94786     .751 ss      1989212    2001306 Sonseca Array, Spain
ES19      39.70186     -3.89767     .721 ss      1989212    2001306 Sonseca Array, Spain
ES19      39.70060     -3.89910     .721 ss      2001306         -1 SONSECA ARRAY, Spain
ESBB      39.67440     -3.96300     .755 ss      2001306         -1 SONSECA ARRAY, Spain
ESDC      39.67547     -3.96167     .753 ar      1989212    2001306 Sonseca Array, Spain
ESDC      39.67440     -3.96300     .755 ar      2001306         -1 SONSECA ARRAY, Spain
ESLA      39.67547     -3.96167     .753 ss      1989212    2001306 Sonseca Array, Spain
ESLB      39.84275     -4.01578     .612 ss      1989212    2001306 Sonseca Array, Spain
ESLC      39.79620     -3.81179     .687 ss      1989212    2001306 Sonseca Array, Spain
ESLD      39.61112     -3.78280     .807 ss      1989212    2001306 Sonseca Array, Spain
ESLE      39.50841     -3.97199     .801 ss      1989212    2001306 Sonseca Array, Spain
ESLF      39.59722     -4.16865     .911 ss      1989212    2001306 Sonseca Array, Spain
ESLG      39.74583     -4.19356     .830 ss      1989212    2001306 Sonseca Array, Spain
FIA0      61.44363     26.07713     .150 ss      1993322         -1 FINES ARRAY ELEMENT FIA0, Finland
FIA1      61.44445     26.07934     .138 ss      1993322         -1 FINES ARRAY ELEMENT FIA1, Finland
FIA2      61.44123     26.07366     .162 ss      1993322         -1 FINES ARRAY ELEMENT FIA2, Finland
FIA3      61.44472     26.07155     .153 ss      1993322         -1 FINES ARRAY ELEMENT FIA3, Finland
FIB1      61.44414     26.08449     .165 ss      1993322         -1 FINES ARRAY ELEMENT FIB1, Finland
FIB2      61.43909     26.08175     .159 ss      1993322         -1 FINES ARRAY ELEMENT FIB2, Finland
FIB3      61.43940     26.07060     .176 ss      1993322         -1 FINES ARRAY ELEMENT FIB3, Finland
FIB4      61.44358     26.06503     .158 ss      1993322         -1 FINES ARRAY ELEMENT FIB4, Finland
FIB5      61.44669     26.07109     .143 ss      1993322         -1 FINES ARRAY ELEMENT FIB5, Finland
FIB6      61.44694     26.08082     .147 ss      1993322         -1 FINES ARRAY ELEMENT FIB6, Finland
FIC1      61.43841     26.05955     .158 ss      1993322         -1 FINES ARRAY ELEMENT FIC1, Finland
FIC2      61.44879     26.06123     .154 ss      1993322         -1 FINES ARRAY ELEMENT FIC2, Finland
FIC3      61.45272     26.07722     .133 ss      1993322         -1 FINES ARRAY ELEMENT FIC3, Finland
FIC4      61.44892     26.08989     .145 ss      1993322         -1 FINES ARRAY ELEMENT FIC4, Finland
FIC5      61.43968     26.09173     .161 ss      1993322         -1 FINES ARRAY ELEMENT FIC5, Finland
FIC6      61.43459     26.07604     .159 ss      1993322         -1 FINES ARRAY ELEMENT FIC6, Finland
FINES     61.44360     26.07710     .150 ar      1993322         -1 FINES ARRAY, Finland
FITZ     -18.09826    125.64030     .129 ss      2002213         -1 FITZROY CROSSING
FITZ     -18.10300    125.64300     .110 ss      1994244    1997290 Fitzroy Crossing, Australia
FITZ     -18.10200    125.63900     .110 ss      1997291    2002212 Fitzroy Crossing, Australia
FRB       63.74670    -68.54670     .018 ss      1992001         -1 Iqaluit, Canada
GEA0      48.83680     13.70188    1.022 ss      1990100    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEA0      48.83680     13.70188    1.022 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEA1      48.83628     13.70392    1.004 ss      1990067    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEA1      48.83628     13.70392    1.004 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEA2      48.83862     13.70182    1.056 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEA2      48.83862     13.70182    1.056 ss      1990194    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEA3      48.83501     13.70003    1.012 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEA3      48.83501     13.70003    1.012 ss      1990067    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB1      48.83889     13.70753    1.010 ss      1990095    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB1      48.83889     13.70753    1.010 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB2      48.83954     13.69861    1.089 ss      1990094    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB2      48.83954     13.69861    1.089 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB3      48.83695     13.69598    1.054 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB3      48.83695     13.69598    1.054 ss      1990067    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB4      48.83273     13.69886    1.001 ss      1990067    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB4      48.83273     13.69886    1.001 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB5      48.83457     13.70594     .972 ss      1990111    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEB5      48.83457     13.70594     .972 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC1      48.84123     13.70992    1.023 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC1      48.84123     13.70992    1.023 ss      1990125    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC2      48.84511     13.70156    1.132 ss      1990067    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC2A     48.84511     13.70156    1.132 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC2B     48.84509     13.70158    1.702 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC3      48.84237     13.69169    1.070 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC3      48.84237     13.69169    1.070 ss      1990067    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC4      48.83520     13.68750    1.098 ss      1990096    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC4      48.83520     13.68750    1.098 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC5      48.82960     13.69570    1.004 ss      1990067    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC5      48.82960     13.69570    1.004 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC6      48.82677     13.70904     .937 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC6      48.82677     13.70904     .937 ss      1990181    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC7      48.83544     13.71448     .981 ss      1990181    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEC7      48.83544     13.71448     .981 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED1      48.85181     13.71477    1.057 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED1      48.85181     13.71477    1.057 ss      1990067    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED2      48.85322     13.69643     .994 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED2      48.85322     13.69643     .994 ss      1990148    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED3      48.84650     13.68180     .945 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED3      48.84650     13.68180     .945 ss      1990181    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED4      48.83857     13.67964    1.035 ss      1990287    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED4      48.83857     13.67964    1.035 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED5      48.82461     13.68069    1.080 ss      1990181    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED5      48.82461     13.68069    1.080 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED6      48.81941     13.69664    1.079 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED6      48.81941     13.69664    1.079 ss      1990287    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED7      48.82092     13.71592     .955 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED7      48.82092     13.71592     .955 ss      1990287    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED8      48.83317     13.72609     .933 ss      1990181    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED8      48.83317     13.72609     .933 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED9      48.84343     13.72379     .982 ss      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GED9      48.84343     13.72379     .982 ss      1990181    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GERES     48.84511     13.70156    1.132 ar      1991001    2008224 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GERES     48.84511     13.70156    1.132 ar      2008225         -1 GERMAN EXPERIM. SEISMIC SYSTEM (GERESS), Germany
GEYT      37.92955     58.11706     .610 ar      2010038         -1 ALIBECK ARRAY
GNI       40.14950     44.74140    1.583 ss      1991193         -1 GARNI
GUMO      13.58780    144.86620     .014 ss      2005080    2005218 GUAM, MARIANAS ISLANDS, UNITED STATES OF AMERICA
GUMO      13.58920    144.86840     .164 ss      2005219         -1 GUAM, MARIANAS ISLANDS, UNITED STATES OF AMERICA
GYA0      37.92955     58.11706     .610 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYA0
GYA0B     37.92955     58.11706     .610 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYA0B
GYA1      37.92322     58.11730     .625 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYA1
GYA2      37.93548     58.12132     .582 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYA2
GYA3      37.93309     58.11311     .634 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYA3
GYB1      37.92052     58.12588     .649 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYB1
GYB2      37.93761     58.12689     .575 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYB2
GYB3      37.94301     58.11582     .566 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYB3
GYB4      37.93322     58.09801     .600 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYB4
GYB5      37.92061     58.10852     .718 ss      2010038         -1 ALIBECK ARRAY ELEMENT GYB5
H01C1    -34.34800    115.16600     .030 ss      2001240         -1 Cape Leeuwin, Australia
H01W1    -34.89299    114.15398   -1.535 ss      2001240         -1 Cape Leeuwin, Australia
H01W1    -34.89299    114.15398     .000 ss      2001240    2007194 Cape Leeuwin, Australia
H01W2    -34.89708    114.13403     .000 ss      2001240    2004153 Cape Leeuwin, Australia
H01W2    -34.89848    114.13385     .000 ss      2004154    2007194 Cape Leeuwin, Australia
H01W2    -34.89848    114.13385   -1.616 ss      2004154         -1 Cape Leeuwin, Australia
H01W3    -34.88093    114.13998     .000 ss      2001240    2004153 Cape Leeuwin, Australia
H01W3    -34.88316    114.13608   -1.522 ss      2004154         -1 Cape Leeuwin, Australia
H01W3    -34.88316    114.13608     .000 ss      2004154    2007194 Cape Leeuwin, Australia
H02N      53.25190   -132.54190     .989 ss      2006324         -1 VAN INLET
H02N1     53.25190   -132.54190     .989 ss      2006324         -1 VAN INLET
H02S      53.20250   -132.47660     .066 ss      2006324         -1 DAWSON INLET
H02S1     53.20250   -132.47660     .066 ss      2006324         -1 DAWSON INLET
H03C1    -33.63600    -78.82900     .003 ss      2003013         -1 Juan Fernandez Island
H03C2    -33.63600    -78.82900     .003 ss      2003013         -1 Juan Fernandez Island
H03N     -33.44121    -78.91195     .000 ar      2003013         -1 Juan Fernandez Island
H03N     -33.44121    -78.91195     .000 ar      2003013    2007194 Juan Fernandez Island
H03N1    -33.44121    -78.91195     .000 ss      2003013    2007194 Juan Fernandez Island
H03N1    -33.44121    -78.91195   -1.900 ss      2003013         -1 Juan Fernandez Island
H03N2    -33.43987    -78.93244     .000 ss      2004154    2007194 Juan Fernandez Island
H03N2    -33.43987    -78.93244   -2.020 ss      2004154         -1 Juan Fernandez Island
H03N2    -33.43953    -78.93265     .000 ss      2003013    2004153 Juan Fernandez Island
H03N3    -33.45563    -78.92405     .000 ss      2004154    2007194 Juan Fernandez Island
H03N3    -33.45563    -78.92405   -1.555 ss      2004154         -1 Juan Fernandez Island
H03N3    -33.45560    -78.92430     .000 ss      2003013    2004153 Juan Fernandez Island
H03S     -33.84370    -78.90575     .000 ar      2003013         -1 Juan Fernandez Island
H03S     -33.84370    -78.90575     .000 ar      2003013    2007194 Juan Fernandez Island
H03S1    -33.84370    -78.90575   -1.948 ss      2003013         -1 Juan Fernandez Island
H03S1    -33.84370    -78.90575     .000 ss      2003013    2007194 Juan Fernandez Island
H03S2    -33.83696    -78.92619     .000 ss      2003013    2007194 Juan Fernandez Island
H03S2    -33.83696    -78.92619   -1.972 ss      2003013         -1 Juan Fernandez Island
H03S3    -33.82584    -78.90948     .000 ss      2003013    2007194 Juan Fernandez Island
H03S3    -33.82584    -78.90948   -1.865 ss      2003013         -1 Juan Fernandez Island
H04N1    -46.16080     51.77920     .000 ss      2003110    2007194 CROZET ISLANDS, France
H04N1    -46.16080     51.77920   -1.520 ss      2003110         -1 CROZET ISLANDS, France
H04N2    -46.16440     51.80250     .000 ss      2003110    2007194 CROZET ISLANDS, France
H04N2    -46.16440     51.80250   -1.520 ss      2003110         -1 CROZET ISLANDS, France
H04N3    -46.17720     51.78320     .000 ss      2003110    2007194 CROZET ISLANDS, France
H04N3    -46.17720     51.78320   -1.400 ss      2003110         -1 CROZET ISLANDS, France
H04S1    -46.84090     51.91300   -1.125 ss      2003099         -1 CROZET ISLANDS, France
H04S1    -46.84090     51.91300     .000 ss      2003099    2007194 CROZET ISLANDS, France
H04S2    -46.85360     51.89350   -1.225 ss      2003099         -1 CROZET ISLANDS, France
H04S2    -46.85360     51.89350     .000 ss      2003099    2007194 CROZET ISLANDS, France
H04S3    -46.83540     51.88700   -1.175 ss      2003099         -1 CROZET ISLANDS, France
H04S3    -46.83540     51.88700     .000 ss      2003099    2007194 CROZET ISLANDS, France
H05N      16.31640    -61.05670     .268 ar      2000262         -1 Guadeloupe/Martinique T-Phase array, FRANCE
H05N1     16.31640    -61.05670     .268 ss      2000262         -1 Guadeloupe/Martinique T-Phase array, FRANCE
H05S      14.42500    -60.83670     .006 ar      2001262         -1 Guadeloupe/Martinique T-Phase array, FRANCE
H05S1     14.42500    -60.83670     .006 ss      2000262         -1 Guadeloupe/Martinique T-Phase array, FRANCE
H06E      18.78050   -110.92530     .316 ss      2005333         -1 SOCORRO, MEXICO
H06E1     18.78050   -110.92530     .316 ss      2005333         -1 SOCORRO, MEXICO
H06N      18.86160   -110.98610     .016 ss      2005333         -1 SOCORRO, MEXICO
H06N1     18.86160   -110.98610     .016 ss      2005333         -1 SOCORRO, MEXICO
H06S      18.73470   -110.95750     .035 ss      2005333         -1 SOCORRO, MEXICO
H06S1     18.73470   -110.95750     .035 ss      2005333         -1 SOCORRO, MEXICO
H07N      39.69115    -31.16959     .479 ar      2004335    2005123 FLORES, Portugal
H07N      39.69115    -31.11958     .479 ar      2005124         -1 FLORES, Portugal
H07N1     39.69115    -31.11958     .479 ss      2005124         -1 FLORES, Portugal
H07N1     39.69115    -31.16959     .479 ss      2004335    2005123 FLORES, Portugal
H07S      39.37857    -31.20607     .478 ar      2004335         -1 FLORES, Portugal
H07S1     39.37857    -31.20607     .478 ss      2004335         -1 FLORES, Portugal
H08C1     -7.26663     72.35325     .003 ss      2004194         -1 Diego Garcia
H08C2     -7.26663     72.35325     .003 ss      2004194         -1 Diego Garcia
H08N      -6.34210     71.01430     .000 ar      2001264         -1 Diego Garcia
H08N      -6.34210     71.01430     .000 ar      2001264    2007194 Diego Garcia
H08N1     -6.34210     71.01430   -2.308 ss      2001264         -1 Diego Garcia
H08N1     -6.34210     71.01430     .000 ss      2001264    2007194 Diego Garcia
H08N2     -6.32506     71.00005     .000 ss      2004154    2007194 Diego Garcia
H08N2     -6.32430     70.99950     .000 ss      2001264    2004153 Diego Garcia
H08N2     -6.32506     71.00005   -2.373 ss      2004154         -1 Diego Garcia
H08N3     -6.34544     70.99188   -2.342 ss      2004154         -1 Diego Garcia
H08N3     -6.34660     70.99070     .000 ss      2001264    2004153 Diego Garcia
H08N3     -6.34544     70.99188     .000 ss      2004154    2007194 Diego Garcia
H08S      -7.64530     72.47440     .000 ar      2001264         -1 Diego Garcia
H08S      -7.64530     72.47440     .000 ar      2001264    2007194 Diego Garcia
H08S1     -7.64530     72.47440     .000 ss      2001264    2007194 Diego Garcia
H08S1     -7.64530     72.47440   -1.889 ss      2001264         -1 Diego Garcia
H08S2     -7.64534     72.49325     .000 ss      2004154    2007194 Diego Garcia
H08S2     -7.64490     72.49550     .000 ss      2001264    2004153 Diego Garcia
H08S2     -7.64534     72.49325   -1.918 ss      2004154         -1 Diego Garcia
H08S3     -7.62750     72.48383     .000 ss      2004154    2007194 Diego Garcia
H08S3     -7.62750     72.48383   -1.776 ss      2004154         -1 Diego Garcia
H08S3     -7.62740     72.48370     .000 ss      2001264    2004153 Diego Garcia
H09N     -37.06811    -12.31523     .000 ar      2004077         -1 TRISTAN DA CUNHA, United Kingdom
H09N1    -37.06811    -12.31523     .000 ss      2004077         -1 TRISTAN DA CUNHA, United Kingdom
H09W     -37.09716    -12.33504     .000 ar      2004077         -1 TRISTAN DA CUNHA, United Kingdom
H09W1    -37.09716    -12.33504     .000 ss      2004077         -1 TRISTAN DA CUNHA, United Kingdom
H10C1     -7.96000    -14.41000     .010 ss      2004249         -1 ASCENSION, United States of America
H10C2     -7.96000    -14.41000     .010 ss      2004249         -1 ASCENSION, United States of America
H10N      -7.84567    -14.48023     .000 ar      2004249    2007194 ASCENSION, United States of America
H10N      -7.84567    -14.48023     .000 ar      2004249         -1 ASCENSION, United States of America
H10N1     -7.84567    -14.48023     .000 ss      2004249    2007194 ASCENSION, United States of America
H10N1     -7.84567    -14.48023   -1.925 ss      2004249         -1 ASCENSION, United States of America
H10N2     -7.82779    -14.48748     .000 ss      2006065    2007194 ASCENSION, United States of America
H10N2     -7.82779    -14.48748   -2.049 ss      2006065         -1 ASCENSION, United States of America
H10N2     -7.82771    -14.48723     .000 ss      2004249    2006064 ASCENSION, United States of America
H10N3     -7.84093    -14.50168     .000 ss      2006065    2007194 ASCENSION, United States of America
H10N3     -7.84145    -14.50150     .000 ss      2004249    2006064 ASCENSION, United States of America
H10N3     -7.84093    -14.50168   -2.041 ss      2006065         -1 ASCENSION, United States of America
H10S      -8.94118    -14.64843     .000 ar      2004249    2007194 ASCENSION, United States of America
H10S      -8.94118    -14.64843     .000 ar      2004249         -1 ASCENSION, United States of America
H10S1     -8.94118    -14.64843   -1.740 ss      2004249         -1 ASCENSION, United States of America
H10S1     -8.94118    -14.64843     .000 ss      2004249    2007194 ASCENSION, United States of America
H10S2     -8.95971    -14.64470     .000 ss      2004249    2006064 ASCENSION, United States of America
H10S2     -8.95910    -14.64531     .000 ss      2006065    2007194 ASCENSION, United States of America
H10S2     -8.95910    -14.64531   -1.757 ss      2006065         -1 ASCENSION, United States of America
H10S3     -8.95274    -14.66290     .000 ss      2006065    2007194 ASCENSION, United States of America
H10S3     -8.95302    -14.66274     .000 ss      2004249    2006064 ASCENSION, United States of America
H10S3     -8.95274    -14.66290   -1.703 ss      2006065         -1 ASCENSION, United States of America
H11C1     19.29000    166.61000     .004 ss      2007117         -1 C1 WAKE ISLAND USA
H11C2     19.29000    166.61000     .004 ss      2007127         -1 C1 WAKE ISLAND USA
H11N      19.71356    166.89109     .000 ar      2007117    2007194 H11N WAKE ISLAND USA
H11N      19.71356    166.89109     .000 ar      2007117         -1 H11N WAKE ISLAND USA
H11N1     19.71356    166.89109     .000 ss      2007117    2007194 N1 WAKE ISLAND USA
H11N1     19.71356    166.89109   -1.418 ss      2007117         -1 N1 WAKE ISLAND USA
H11N2     19.73080    166.89768   -1.427 ss      2007117    2009251 N2 WAKE ISLAND USA
H11N2     19.73115    166.89677   -1.427 ss      2009252         -1 N2 WAKE ISLAND USA
H11N2     19.73080    166.89768     .000 ss      2007117    2007194 N2 WAKE ISLAND USA
H11N3     19.71718    166.90999     .000 ss      2007117    2007194 N3 WAKE ISLAND USA
H11N3     19.71786    166.90986   -1.433 ss      2009252         -1 N3 WAKE ISLAND USA
