
STA            LAT          LON     ELEV STAT     ONDATE    OFFDATE STANAME
I35H2    -19.18218     17.57984    1.253 ss      2003078         -1 TSUMEB, NAMIBIA
I35H3    -19.19886     17.58394    1.251 ss      2003078         -1 TSUMEB, NAMIBIA
I35H4    -19.19382     17.56517    1.254 ss      2003078         -1 TSUMEB, NAMIBIA
I35H5    -19.19146     17.57491    1.250 ss      2003078         -1 TSUMEB, NAMIBIA
I35H6    -19.18953     17.57517    1.254 ss      2003078         -1 TSUMEB, NAMIBIA
I35H7    -19.18968     17.57695    1.255 ss      2003078         -1 TSUMEB, NAMIBIA
I35NA    -19.19135     17.57678    1.253 ar      2003078         -1 TSUMEB, NAMIBIA
I36H1    -43.91662   -176.48337     .014 ss      2004314         -1 I36NZ CHATHAM NEW ZEALAND INFRASONIC ARRAY
I36H2    -43.91505   -176.48466     .020 ss      2004314         -1 I36NZ CHATHAM NEW ZEALAND INFRASONIC ARRAY
I36H3    -43.91721   -176.48078     .007 ss      2004314         -1 I36NZ CHATHAM NEW ZEALAND INFRASONIC ARRAY
I36H4    -43.91647   -176.48618     .012 ss      2004314         -1 I36NZ CHATHAM NEW ZEALAND INFRASONIC ARRAY
I36L1    -43.91097   -176.48353     .006 ss      2004314         -1 I36NZ CHATHAM NEW ZEALAND INFRASONIC ARRAY
I36L2    -43.93110   -176.49601     .027 ss      2004314         -1 I36NZ CHATHAM NEW ZEALAND INFRASONIC ARRAY
I36L3    -43.92082   -176.51611     .012 ss      2004314         -1 I36NZ CHATHAM NEW ZEALAND INFRASONIC ARRAY
I36L4    -43.90818   -176.50812     .016 ss      2004314         -1 I36NZ CHATHAM NEW ZEALAND INFRASONIC ARRAY
I36NZ    -43.91662   -176.48337     .014 ar      2004314         -1 I36NZ CHATHAM NEW ZEALAND INFRASONIC ARRAY
I39H1      7.53547    134.54704     .100 ss      2005222         -1 I39PW PALAU PALAU
I39H2      7.54176    134.54825     .141 ss      2005222         -1 I39PW PALAU PALAU
I39H3      7.52651    134.55712     .089 ss      2005222         -1 I39PW PALAU PALAU
I39H4      7.53121    134.53548     .137 ss      2005222         -1 I39PW PALAU PALAU
I39H5      7.53695    134.54652     .095 ss      2005222         -1 I39PW PALAU PALAU
I39H6      7.53537    134.54784     .105 ss      2005222         -1 I39PW PALAU PALAU
I39H7      7.53485    134.54602     .082 ss      2005222         -1 I39PW PALAU PALAU
I39PW      7.53547    134.54704     .100 ar      2005222         -1 I39PW PALAU PALAU
I41H1    -26.34230    -57.31188     .164 ss      2003078         -1 VILLA FLORIDA, PARAGUAY
I41H2    -26.33206    -57.30314     .154 ss      2003078         -1 VILLA FLORIDA, PARAGUAY
I41H3    -26.34882    -57.30960     .229 ss      2003078         -1 VILLA FLORIDA, PARAGUAY
I41H4    -26.33682    -57.32537     .188 ss      2003078         -1 VILLA FLORIDA, PARAGUAY
I41PY    -26.34230    -57.31188     .164 ar      2003078         -1 VILLA FLORIDA, PARAGUAY
I42H1     39.04740    -27.99810     .196 ss      2010313         -1 Azores, Graciosa Isl
I42H1     39.04740    -27.99810     .196 ss      2010313         -1 Azores, Graciosa Isl
I42H2     39.04597    -27.99914     .224 ss      2010313         -1 Azores, Graciosa Isl
I42H2     39.04597    -27.99914     .224 ss      2010313         -1 Azores, Graciosa Isl
I42H3     39.04728    -28.00035     .211 ss      2010313         -1 Azores, Graciosa Isl
I42H3     39.04728    -28.00035     .211 ss      2010313         -1 Azores, Graciosa Isl
I42H4     39.05061    -27.99879     .182 ss      2010313         -1 Azores, Graciosa Isl
I42H4     39.05061    -27.99879     .182 ss      2010313         -1 Azores, Graciosa Isl
I42H5     39.05035    -27.98595     .133 ss      2010313         -1 Azores, Graciosa Isl
I42H5     39.05035    -27.98595     .133 ss      2010313         -1 Azores, Graciosa Isl
I42H6     39.04405    -27.98824     .168 ss      2010313         -1 Azores, Graciosa Isl
I42H6     39.04405    -27.98824     .168 ss      2010313         -1 Azores, Graciosa Isl
I42H7     39.04043    -27.99695     .215 ss      2010313         -1 Azores, Graciosa Isl
I42H7     39.04043    -27.99695     .215 ss      2010313         -1 Azores, Graciosa Isl
I42H8     39.04233    -28.00554     .284 ss      2010313         -1 Azores, Graciosa Isl
I42H8     39.04233    -28.00554     .284 ss      2010313         -1 Azores, Graciosa Isl
I42PT     39.04233    -28.00554     .284 ar      2010313         -1 Azores, Graciosa Isl
I42PT     39.04233    -28.00554     .284 ar      2010313         -1 Azores, Graciosa Isl
I43H1     56.72136     37.21759     .120 ss      2009140         -1 Dubna
I43H2     56.72660     37.22496     .120 ss      2009140         -1 Dubna
I43H3     56.71461     37.21930     .120 ss      2009140         -1 Dubna
I43H4     56.72374     37.20246     .120 ss      2009140         -1 Dubna
I43H5     56.72369     37.20011     .120 ss      2009140         -1 Dubna
I43H6     56.72279     37.20195     .120 ss      2009140         -1 Dubna
I43RU     56.72136     37.21759     .120 ar      2009140         -1 Dubna
I44H1     53.10580    157.71390     .380 ss      2006303         -1 I44RU PETROPAVLOVSK-KAMCHATSKY
I44H2     53.11460    157.72080     .380 ss      2006303         -1 I44RU PETROPAVLOVSK-KAMCHATSKY
I44H3     53.09980    157.72370     .400 ss      2006303         -1 I44RU PETROPAVLOVSK-KAMCHATSKY
I44H4     53.10740    157.69820     .400 ss      2006303         -1 I44RU PETROPAVLOVSK-KAMCHATSKY
I44RU     53.10580    157.71390     .380 ar      2006303         -1 I44RU PETROPAVLOVSK-KAMCHATSKY
I45H1     44.19990    131.97730     .150 ss      2008315         -1 I45RU USSURIYSK
I45H2     44.21080    131.97060     .160 ss      2008315         -1 I45RU USSURIYSK
I45H3     44.19940    131.98920     .170 ss      2008315         -1 I45RU USSURIYSK
I45H4     44.19130    131.97230     .140 ss      2008315         -1 I45RU USSURIYSK
I45RU     44.19990    131.97730     .150 ar      2008315         -1 I45RU USSURIYSK
I46H1     53.94872     84.81891     .232 ss      2006334         -1 I46RU ZALESOVO
I46H2     53.96105     84.81640     .228 ss      2006334         -1 I46RU ZALESOVO
I46H3     53.94285     84.84120     .246 ss      2006334         -1 I46RU ZALESOVO
I46H4     53.93748     84.79958     .199 ss      2006334         -1 I46RU ZALESOVO
I46RU     53.94872     84.81891     .232 ar      2006334         -1 I46RU ZALESOVO
I47L1    -28.62112     25.23523    1.306 ss      2005312         -1 I47ZA BOSHOF SOUTH AFRICA INFRASONIC ARRAY
I47L2    -28.62273     25.23492    1.308 ss      2005312         -1 I47ZA BOSHOF SOUTH AFRICA INFRASONIC ARRAY
I47L3    -28.62170     25.23351    1.308 ss      2005312         -1 I47ZA BOSHOF SOUTH AFRICA INFRASONIC ARRAY
I47L4    -28.61514     25.23869    1.313 ss      2005312         -1 I47ZA BOSHOF SOUTH AFRICA INFRASONIC ARRAY
I47L5    -28.62170     25.24342    1.312 ss      2005312         -1 I47ZA BOSHOF SOUTH AFRICA INFRASONIC ARRAY
I47L6    -28.62975     25.23735    1.299 ss      2005312         -1 I47ZA BOSHOF SOUTH AFRICA INFRASONIC ARRAY
I47L7    -28.62553     25.22664    1.303 ss      2005312         -1 I47ZA BOSHOF SOUTH AFRICA INFRASONIC ARRAY
I47L8    -28.61715     25.22785    1.309 ss      2005312         -1 I47ZA BOSHOF SOUTH AFRICA INFRASONIC ARRAY
I47ZA    -28.62112     25.23523    1.306 ar      2005312         -1 I47ZA BOSHOF SOUTH AFRICA INFRASONIC ARRAY
I48L1     35.80523      9.32302     .848 ss      2006153         -1 I48TN KESRA
I48L2     35.80365      9.32356     .846 ss      2006153         -1 I48TN KESRA
I48L3     35.80235      9.32154     .841 ss      2006153         -1 I48TN KESRA
I48L4     35.80381      9.32106     .843 ss      2006153         -1 I48TN KESRA
I48L5     35.81332      9.32457     .871 ss      2006153         -1 I48TN KESRA
I48L6     35.79706      9.32904     .831 ss      2006153         -1 I48TN KESRA
I48L7     35.80400      9.31155     .866 ss      2006153         -1 I48TN KESRA
I48TN     35.80523      9.32302     .848 ar      2006153         -1 I48TN KESRA
I49GB    -37.08995    -12.33192     .081 ar      2005083         -1 I49GB TRISTAN DA CUNHA IS.
I49H1    -37.08995    -12.33192     .081 ss      2005083         -1 I49GB TRISTAN DA CUNHA IS.
I49H2    -37.08427    -12.32839     .090 ss      2005083         -1 I49GB TRISTAN DA CUNHA IS.
I49H3    -37.08743    -12.31984     .164 ss      2005083         -1 I49GB TRISTAN DA CUNHA IS.
I49H4    -37.09708    -12.33363     .114 ss      2005083         -1 I49GB TRISTA DA CUNHA IS.
I49H5    -37.09608    -12.34144     .054 ss      2005083         -1 I49GB TRISTAN DA CUNHA IS.
I50GB     -7.93774    -14.37517     .189 ar      2005104         -1 I50GB ASCENSION ISLAND UK INFRASONIC ARRAY
I50H1     -7.93678    -14.37530     .184 ss      2005104         -1 I50GB ASCENSION ISLAND UK INFRASONIC ARRAY
I50H2     -7.93888    -14.37406     .198 ss      2005104         -1 I50GB ASCENSION ISLAND UK INFRASONIC ARRAY
I50H3     -7.93956    -14.37662     .180 ss      2005104         -1 I50GB ASCENSION ISLAND UK INFRASONIC ARRAY
I50H4     -7.93712    -14.37705     .175 ss      2005104         -1 I50GB ASCENSION ISLAND UK INFRASONIC ARRAY
I50L1     -7.93774    -14.37517     .189 ss      2005104         -1 I50GB ASCENSION ISLAND UK INFRASONIC ARRAY
I50L2     -7.93190    -14.38204     .147 ss      2005104         -1 I50GB ASCENSION ISLAND UK INFRASONIC ARRAY
I50L3     -7.93250    -14.35721     .218 ss      2005104         -1 I50GB ASCENSION ISLAND UK INFRASONIC ARRAY
I50L4     -7.95113    -14.37409     .192 ss      2005104         -1 I50GB ASCENSION ISLAND UK INFRASONIC ARRAY
I51GB     32.36154    -64.69874    -.035 ar      2008315         -1 I51GB BERMUDA
I51H1     32.36154    -64.69874    -.035 ss      2008315         -1 I51GB BERMUDA
I51H2     32.35408    -64.68610    -.033 ss      2008315         -1 I51GB BERMUDA
I51H3     32.34124    -64.70222    -.027 ss      2008315         -1 I51GB BERMUDA
I51H4     32.34957    -64.71104    -.013 ss      2008315         -1 I51GB BERMUDA
I52GB     -7.37781     72.48416    1.000 ar      2002352         -1 DIEGO GARCIA INFRASONIC ARRAY, UNITED KINGDOM
I52H1     -7.37781     72.48416    1.000 ss      2002352         -1 DIEGO GARCIA INFRASONIC ARRAY, UNITED KINGDOM
I52H2     -7.37058     72.48236    1.000 ss      2002352         -1 DIEGO GARCIA INFRASONIC ARRAY, UNITED KINGDOM
I52H3     -7.37962     72.49078    1.000 ss      2002352         -1 DIEGO GARCIA INFRASONIC ARRAY, UNITED KINGDOM
I52H4     -7.38710     72.47813    1.000 ss      2002352         -1 DIEGO GARCIA INFRASONIC ARRAY, UNITED KINGDOM
I52H5     -7.37575     72.48398    1.000 ss      2002352         -1 DIEGO GARCIA INFRASONIC ARRAY, UNITED KINGDOM
I52H6     -7.37593     72.48557    1.000 ss      2002352         -1 DIEGO GARCIA INFRASONIC ARRAY, UNITED KINGDOM
I52H7     -7.37865     72.48563    1.000 ss      2002352         -1 DIEGO GARCIA INFRASONIC ARRAY, UNITED KINGDOM
I53H1     64.87500   -147.86114     .200 ss      2002260         -1 FAIRBANKS INFRASONIC ARRAY , USA
I53H2     64.87236   -147.83828     .174 ss      2002260         -1 FAIRBANKS INFRASONIC ARRAY , USA
I53H3     64.86208   -147.84281     .186 ss      2002260         -1 FAIRBANKS INFRASONIC ARRAY , USA
I53H4     64.85914   -147.86615     .178 ss      2002260         -1 FAIRBANKS INFRASONIC ARRAY , USA
I53H5     64.86805   -147.87858     .166 ss      2002260         -1 FAIRBANKS INFRASONIC ARRAY , USA
I53H6     64.86722   -147.86120     .164 ss      2002260         -1 FAIRBANKS INFRASONIC ARRAY , USA
I53H7     64.86617   -147.85673     .166 ss      2002260         -1 FAIRBANKS INFRASONIC ARRAY , USA
I53H8     64.86541   -147.85990     .166 ss      2002260         -1 FAIRBANKS INFRASONIC ARRAY , USA
I53US     64.87500   -147.86114     .200 ar      2002260         -1 FAIRBANKS INFRASONIC ARRAY , USA
I55H1    -77.73149    167.58742     .042 ss      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I55H2    -77.73754    167.62806     .041 ss      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I55H3    -77.74765    167.61236     .039 ss      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I55H4    -77.74784    167.56419     .040 ss      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I55H5    -77.73767    167.54731     .041 ss      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I55H6    -77.73952    167.58786     .041 ss      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I55H7    -77.74089    167.59176     .041 ss      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I55H8    -77.74092    167.58419     .041 ss      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I55H9    -77.74000    167.59000     .041 ss      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I55US    -77.73149    167.58742     .042 ar      2001336         -1 WINDLESS BIGHT INFRASONIC ARRAY, USA
I56H1     48.26408   -117.12567     .763 ss      2002276    2005193 NEWPORT INFRASONIC ARRAY, UNITED STATES OF AMERICA
I56H1     48.26408   -117.12567     .763 ss      2005194         -1 I56US NEWPORT USA
I56H2     48.27274   -117.13430     .761 ss      2002276    2005193 NEWPORT INFRASONIC ARRAY, UNITED STATES OF AMERICA
I56H2     48.27274   -117.13430     .761 ss      2005194         -1 I56US NEWPORT USA
I56H3     48.26888   -117.10939     .851 ss      2005194         -1 I56US NEWPORT USA
I56H3     48.26888   -117.10939     .851 ss      2002276    2005193 NEWPORT INFRASONIC ARRAY, UNITED STATES OF AMERICA
I56H4     48.25487   -117.13106     .755 ss      2005194         -1 I56US NEWPORT USA
I56H4     48.25487   -117.13106     .755 ss      2002276    2005193 NEWPORT INFRASONIC ARRAY, UNITED STATES OF AMERICA
I56US     48.26408   -117.12567     .763 ar      2002276    2005193 NEWPORT INFRASONIC ARRAY, UNITED STATES OF AMERICA
I56US     48.26408   -117.12567     .763 ar      2005194         -1 I56US NEWPORT USA
I57H1     33.60644    116.45502    1.304 ss      2000241    2002209 PINON FLAT INFRASOUND ARRAY, USA
I57H1     33.60644   -116.45502    1.243 ss      2002210         -1 PINON FLAT INFRASOUND ARRAY, USA
I57H2     33.60680   -116.45342    1.250 ss      2002210         -1 PINON FLAT INFRASOUND ARRAY, USA
I57H2     33.60680    116.45342    1.312 ss      2000241    2002209 PINON FLAT INFRASOUND ARRAY, USA
I57H3     33.60553    116.45223    1.317 ss      2000241    2002209 PINON FLAT INFRASOUND ARRAY, USA
I57H3     33.60553   -116.45223    1.256 ss      2002210         -1 PINON FLAT INFRASOUND ARRAY, USA
I57H4     33.60548    116.45460    1.305 ss      2000241    2002209 PINON FLAT INFRASOUND ARRAY, USA
I57H4     33.60548   -116.45460    1.244 ss      2002210         -1 PINON FLAT INFRASOUND ARRAY, USA
I57L1     33.60585    116.45328    1.312 ss      2000241    2002209 PINON FLAT INFRASOUND ARRAY, USA
I57L1     33.60585   -116.45328    1.251 ss      2002210         -1 PINON FLAT INFRASOUND ARRAY, USA
I57L2     33.61124    116.45750    1.314 ss      2000241    2002209 PINON FLAT INFRASOUND ARRAY, USA
I57L2     33.61124   -116.45750    1.253 ss      2002210         -1 PINON FLAT INFRASOUND ARRAY, USA
I57L3     33.60499    116.44558    1.349 ss      2000241    2002209 PINON FLAT INFRASOUND ARRAY, USA
I57L3     33.60499   -116.44558    1.288 ss      2002210         -1 PINON FLAT INFRASOUND ARRAY, USA
I57L4     33.59884   -116.45939    1.216 ss      2002210         -1 PINON FLAT INFRASOUND ARRAY, USA
I57L4     33.59884    116.45939    1.277 ss      2000241    2002209 PINON FLAT INFRASOUND ARRAY, USA
I57US     33.60585   -116.45328    1.251 ar      2002210         -1 PINON FLAT INFRASOUND ARRAY, USA
I57US     33.60585    116.45328    1.312 ar      2000241    2002209 PINON FLAT INFRASOUND ARRAY, USA
I59H1     19.59153   -155.89360    1.076 ss      2001051         -1 HAWAII INFRASONIC ARRAY, USA
I59H2     19.60096   -155.89527    1.083 ss      2001051         -1 HAWAII INFRASONIC ARRAY, USA
I59H3     19.59106   -155.88175    1.170 ss      2001051         -1 HAWAII INFRASONIC ARRAY, USA
I59H4     19.58554   -155.89880    1.004 ss      2001051         -1 HAWAII INFRASONIC ARRAY, USA
I59US     19.59153   -155.89360    1.076 ar      2001051         -1 HAWAII INFRASONIC ARRAY, USA
IDI       35.28800     24.89000     .750 ss      1994275         -1 ANOGIA Greece
IL01      64.77163   -146.88599     .430 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL02      64.78465   -146.86427     .273 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL03      64.77149   -146.85117     .452 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL04      64.75706   -146.87595     .538 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL05      64.77310   -146.92274     .401 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL06      64.77921   -146.90380     .272 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL07      64.79932   -146.83924     .404 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL08      64.79044   -146.79680     .516 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL09      64.76819   -146.78311     .502 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL10      64.75293   -146.84299     .599 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL11      64.74154   -146.89727     .455 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL12      64.74473   -146.94348     .377 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL13      64.74791   -146.98640     .382 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL14      64.77498   -146.97929     .236 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL15      64.77773   -146.94268     .349 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL16      64.79330   -146.92137     .393 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL17      64.80717   -146.88965     .369 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL18      64.75748   -146.77660     .566 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL19      64.74619   -146.79734     .561 ss      1977091         -1 EIELSON, AK ARRAY, United States of America
IL31      64.77145   -146.88665     .387 ss      1995100         -1 EIELSON, AK ARRAY, United States of America
ILAR      64.77145   -146.88665     .387 ar      1995100         -1 EIELSON, AK ARRAY, United States of America
INK       68.30670   -133.52000     .040 ss      1993001    2007297 Inuvik, Canada
INK       68.30652   -133.52543     .044 ss      2007298         -1 INUVIK, NORTHWEST TERRITORY, CANADA
IPH4      45.85120     26.64980     .672 ss      2003168         -1 IPLOR H4, ROMANIA
IPH5      45.84550     26.66340     .720 ss      2003168         -1 IPLOR H5, ROMANIA
IPH6      45.84190     26.64150     .650 ss      2003168         -1 IPLOR H6, ROMANIA
IPH7      45.86110     26.64780     .700 ss      2003168         -1 IPLOR H7, ROMANIA
IPL2      45.85020     26.64370     .701 ss      2003168         -1 IPLOR L2, ROMANIA
IPL3      45.85400     26.64550     .722 ss      2003168         -1 IPLOR L3, ROMANIA
IPL4      45.85120     26.64980     .672 ss      2003168         -1 IPLOR L4, ROMANIA
IPLOR     45.85120     26.64980     .672 ar      2003168         -1 IPLOR, ROMANIA
IS07     -19.93482    134.32953     .386 ar      2000133         -1 WARRAMUNGA INFRASONIC ARRAY, AUSTRALIA
IS08     -16.21504    -68.45326    4.132 ar      2000003    2002226 LA PAZ (PENAS) INFRASONIC ARRAY, BOLIVIA
IS10      50.20147    -96.02685     .247 ar      1999124         -1 LAC DU BONNET INFRASONIC ARRAY, Canada
IS25       5.16612    -52.87941     .045 ar      2000190         -1 KOUROU INFRASONIC ARRAY, FRENCH GUIANA
IS26      48.85162     13.71313    1.111 ar      2000137         -1 FREYUNG INFRASONIC ARRAY, GERMANY
IS34      47.80150    106.40992    1.288 ar      1999321    2001290 SONGINO INFRASONIC ARRAY, MONGOLIA
ISM       50.20100    -96.02700     .281 ar      1999125         -1 Lac du Bonnet, Canada
ISM1      50.20700    -96.03900     .281 ss      1999125         -1 Lac du Bonnet, Canada
ISM2      50.20700    -96.01300     .281 ss      1999125         -1 Lac du Bonnet, Canada
ISM3      50.20100    -96.02700     .281 ss      1999125         -1 Lac du Bonnet, Canada
ISM4      50.18700    -96.01800     .281 ss      1999125         -1 Lac du Bonnet, Canada
JAY       -2.51427    140.70325     .280 ss      2009336         -1 Jayapura, Irian Jaya, Indonesia
JCJ       27.10000    142.18000     .150 ss      1995103    2008332 Chichijima, Japan
JCJ       27.09547    142.18463     .164 ss      2008333         -1 Chichijima, Ogasawara, Japan
JHJ       33.12000    139.82000     .000 ss      1995103    2008054 Hachijojima, Japan
JHJ       33.11520    139.81390     .120 ss      2008055         -1 Hachijojima, Izu Islands, Japan
JKA       44.11600    142.60000     .220 ss      1995103    2008329 Kamikawa-asahi, Japan
JKA       44.11895    142.59325     .276 ss      2008330         -1 Kamikawa-Asahi, Hokkaido, Japan
JMIC      70.98660     -8.50515     .158 ss      2003283         -1 JAN MAYEN
JNU       33.12167    130.87833     .573 ss      2008293         -1 Ohita, Kyushu, Japan
JNU       33.12000    130.88000     .540 ss      1995103    2008292 Ohita, Japan
JOW       26.83600    128.27310     .297 ss      2008025         -1 Kunigami, Okinawa, Japan
JOW       26.83000    128.29000     .220 ss      1995103    2008024 Kunigami, Japan
JTS       10.29080    -84.95250     .340 ss      1995113         -1 Las Juntas de Abangares, Costa Rica
KAPI      -5.01420    119.75170     .030 ss      2007068         -1 Kappang, Sulawesi Selatan, Indonesia
KBZ       43.72690     42.89960    1.051 ss      2008282         -1 KHABAZ
KBZ       43.72860     42.89750    1.023 ss      1993351    2008281 Khabaz, Russia
KDAK      57.78280   -152.58350     .152 ss      1997160    2005107 Kodiak Island, Alaska, USA
KDAK      57.78280   -152.58350     .158 ss      2005108         -1 KODIAK ISLAND, ALASKA, USA
KEST      35.73170      9.34600     .885 ss      2006129         -1 KEST, KESRA, TUNISIA
KIV0      43.95567     42.69517    1.196 ss      2008330         -1 KISLOVODSK ARRAY ELEMENT KIV0
KIV1      43.95696     42.69462    1.190 ss      2008330         -1 KISLOVODSK ARRAY ELEMENT KIV1
KIV2      43.95536     42.69699    1.191 ss      2008330         -1 KISLOVODSK ARRAY ELEMENT KIV2
KIV3      43.95468     42.69389    1.199 ss      2008330         -1 KISLOVODSK ARRAY ELEMENT KIV3
KIVB      43.95529     42.68873    1.222 ss      2008330         -1 KISLOVODSK ARRAY BROADBAND ELEMENT KIVB
KLR       49.23630    131.73770     .515 ss      2010321         -1 Kuldur
KMBO      -1.12680     37.25230    1.940 ss      2002065         -1 KILIMAMBOGO, Kenya
KRBA      29.98240     56.76030    2.581 ss      2000159         -1 Kerman,Iran
KS01      37.47660    127.89400     .185 ss      2005327         -1 WONJU ARRAY ELEMENT KS01
KS01      37.47660    127.89400     .185 ss      1972230    2005306 Wonju Array, South Korea
KS02      37.49530    127.90320     .233 ss      1972230    2005306 Wonju Array, South Korea
KS02      37.49530    127.90320     .233 ss      2005327         -1 WONJU ARRAY ELEMENT KS02
KS03      37.47830    127.91770     .155 ss      1972230    2005306 Wonju Array, South Korea
KS03      37.47830    127.91770     .155 ss      2005327         -1 WONJU ARRAY ELEMENT KS03
KS04      37.45660    127.92070     .123 ss      1972230    2005306 Wonju Array, South Korea
KS04      37.45660    127.92070     .123 ss      2005327         -1 WONJU ARRAY ELEMENT KS04
KS05      37.45740    127.89240     .139 ss      2005327         -1 WONJU ARRAY ELEMENT KS05
KS05      37.45740    127.89240     .139 ss      1972230    2005306 Wonju Array, South Korea
KS06      37.47080    127.87190     .408 ss      1972230    2005306 Wonju Array, South Korea
KS06      37.47080    127.87190     .408 ss      2005327         -1 WONJU ARRAY ELEMENT KS06
KS07      37.48740    127.87270     .237 ss      1972230    2005306 Wonju Array, South Korea
KS07      37.48740    127.87270     .237 ss      2005327         -1 WONJU ARRAY ELEMENT KS06
KS08      37.51530    127.88820     .277 ss      1972230    2005306 Wonju Array, South Korea
KS08      37.51530    127.88820     .277 ss      2005327         -1 WONJU ARRAY ELEMENT KS08
KS09      37.51080    127.92240     .323 ss      2005327         -1 WONJU ARRAY ELEMENT KS09
KS09      37.51080    127.92240     .323 ss      1972230    2005306 Wonju Array, South Korea
KS10      37.49610    127.93020     .210 ss      1972230    2005306 Wonju Array, South Korea
KS10      37.49610    127.93020     .210 ss      2005327         -1 WONJU ARRAY ELEMENT KS10
KS11      37.48080    127.95350     .122 ss      1972230    2005306 Wonju Array, South Korea
KS11      37.48080    127.95350     .122 ss      2005327         -1 WONJU ARRAY ELEMENT KS11
KS12      37.46440    127.94270     .176 ss      1972230    2005306 Wonju Array, South Korea
KS12      37.46410    127.95160     .180 ss      2005327         -1 WONJU ARRAY ELEMENT KS12
KS13      37.44410    127.94220     .139 ss      2005327         -1 WONJU ARRAY ELEMENT KS13
KS13      37.44580    127.93020     .126 ss      1972230    2005306 Wonju Array, South Korea
KS14      37.43360    127.90940     .132 ss      2005327         -1 WONJU ARRAY ELEMENT KS14
KS14      37.43360    127.90940     .132 ss      1972230    2005306 Wonju Array, South Korea
KS15      37.44210    127.88440     .112 ss      1972230    2005306 Wonju Array, South Korea
KS15      37.44210    127.88440     .112 ss      2005327         -1 WONJU ARRAY ELEMENT KS15
KS16      37.45160    127.85570     .123 ss      2005327         -1 WONJU ARRAY ELEMENT KS16
KS16      37.45160    127.85570     .123 ss      1972230    2005306 Wonju Array, South Korea
KS17      37.46740    127.84070     .139 ss      2005327         -1 WONJU ARRAY ELEMENT KS17
KS17      37.46740    127.84070     .139 ss      1972230    2005306 Wonju Array, South Korea
KS18      37.48610    127.84440     .164 ss      2005327         -1 WONJU ARRAY ELEMENT KS18
KS18      37.48610    127.84440     .164 ss      1972230    2005306 Wonju Array, South Korea
KS19      37.50190    127.86690     .276 ss      1972230    2005306 Wonju Array, South Korea
KS19      37.50190    127.86690     .276 ss      2005327         -1 WONJU ARRAY ELEMENT KS19
KS31      37.44210    127.88440     .109 ss      1973113    2005306 Wonju Array, South Korea
KS31      37.44210    127.88440     .109 ss      2005327         -1 WONJU ARRAY ELEMENT KS31
KS32      37.57780    127.95190     .232 ss      1973113    2005306 Wonju Array, South Korea
KS32      37.57780    127.95190     .232 ss      2005327         -1 WONJU ARRAY ELEMENT KS32
KS33      37.75610    128.02600     .250 ss      1973113    2005306 Wonju Array, South Korea
KS33      37.75610    128.02600     .250 ss      2005327         -1 WONJU ARRAY ELEMENT KS33
KS34      37.60280    128.14800     .264 ss      1973113    2005306 Wonju Array, South Korea
KS34      37.60280    128.14800     .264 ss      2005327         -1 WONJU ARRAY ELEMENT KS34
KS35      37.46940    128.06850     .177 ss      1973113    2005306 Wonju Array, South Korea
KS35      37.46940    128.06850     .177 ss      2005327         -1 WONJU ARRAY ELEMENT KS35
KS36      37.56790    127.71900     .131 ss      2005327         -1 WONJU ARRAY ELEMENT KS36
KS36      37.56790    127.71900     .131 ss      1973113    2005306 Wonju Array, South Korea
KS37      37.71530    127.79750     .122 ss      1973113    2005306 Wonju Array, South Korea
KS37      37.71530    127.79750     .122 ss      2005327         -1 WONJU ARRAY ELEMENT KS37
KSAR      37.44210    127.88440     .109 ar      1972230    2005306 Wonju Array, South Korea
KSRS      37.44210    127.88440     .109 ar      2005327         -1 WONJU ARRAY ELEMENT KS31
KUR01     50.72161     78.56336     .163 ss      2006263         -1 Kurchatov Array Element KUR01
KUR02     50.70172     78.55661     .167 ss      2006263         -1 Kurchatov Array Element KUR02
